source_key,source_url,source_table,source_row,retrieved_at,Name,Type,Quantity,Origin,Notes
army_legacy_equipment,https://military-history.fandom.com/api.php?action=parse&page=Equipment_of_the_Indian_Army&prop=text&format=json,9,1,2026-09-15T03:49:19Z,Brahmos,Stealth Cruise missile,,India Russia,300 km range.
army_legacy_equipment,https://military-history.fandom.com/api.php?action=parse&page=Equipment_of_the_Indian_Army&prop=text&format=json,9,2,2026-09-15T03:49:19Z,Prahaar,Tactical ballistic missile,,India,150 km range.
army_legacy_equipment,https://military-history.fandom.com/api.php?action=parse&page=Equipment_of_the_Indian_Army&prop=text&format=json,9,3,2026-09-15T03:49:19Z,Dhanush,Short-range ballistic missile,,India,350 km range.
army_legacy_equipment,https://military-history.fandom.com/api.php?action=parse&page=Equipment_of_the_Indian_Army&prop=text&format=json,9,4,2026-09-15T03:49:19Z,Sagarika,Short-range ballistic missile,,India,700 km range.
army_legacy_equipment,https://military-history.fandom.com/api.php?action=parse&page=Equipment_of_the_Indian_Army&prop=text&format=json,9,5,2026-09-15T03:49:19Z,Prithvi-I,Short-range ballistic missile,,India,150 km range. (Being Phased Out)
army_legacy_equipment,https://military-history.fandom.com/api.php?action=parse&page=Equipment_of_the_Indian_Army&prop=text&format=json,9,6,2026-09-15T03:49:19Z,Prithvi-II,Short-range ballistic missile,,India,250 – 350 km range.
army_legacy_equipment,https://military-history.fandom.com/api.php?action=parse&page=Equipment_of_the_Indian_Army&prop=text&format=json,9,7,2026-09-15T03:49:19Z,Prithvi-III,Short-range ballistic missile,,India,350 – 600 km range.
army_legacy_equipment,https://military-history.fandom.com/api.php?action=parse&page=Equipment_of_the_Indian_Army&prop=text&format=json,9,8,2026-09-15T03:49:19Z,Shaurya,Medium-range ballistic missile,,India,700 km range.
army_legacy_equipment,https://military-history.fandom.com/api.php?action=parse&page=Equipment_of_the_Indian_Army&prop=text&format=json,9,9,2026-09-15T03:49:19Z,Agni-I,Medium-range ballistic missile,,India,700 – 1250 km range.
army_legacy_equipment,https://military-history.fandom.com/api.php?action=parse&page=Equipment_of_the_Indian_Army&prop=text&format=json,9,10,2026-09-15T03:49:19Z,Agni-II,Intermediate-range ballistic missile,,India,2000 – 3500 km range.
army_legacy_equipment,https://military-history.fandom.com/api.php?action=parse&page=Equipment_of_the_Indian_Army&prop=text&format=json,9,11,2026-09-15T03:49:19Z,Agni-III,Intermediate-range ballistic missile,,India,3500 – 5000 km range.
army_legacy_equipment,https://military-history.fandom.com/api.php?action=parse&page=Equipment_of_the_Indian_Army&prop=text&format=json,9,12,2026-09-15T03:49:19Z,Agni-IV,Intermediate-range ballistic missile,,India,4000 – 6000 km range.
army_legacy_equipment,https://military-history.fandom.com/api.php?action=parse&page=Equipment_of_the_Indian_Army&prop=text&format=json,9,13,2026-09-15T03:49:19Z,Agni-V,Intercontinental ballistic missile,,India,5000 – 8000 km range.(Tested in April 2012 and September 2013 both successful launches )
