source_key,source_url,source_table,source_row,retrieved_at,Name,Type,Quantity,Origin,Notes
army_legacy_equipment,https://military-history.fandom.com/api.php?action=parse&page=Equipment_of_the_Indian_Army&prop=text&format=json,3,1,2026-09-15T03:49:19Z,VFJ Jonga,Light Utility Vehicle,,India,Phased out. Manufactured by Vehicle Factory Jabalpur.
army_legacy_equipment,https://military-history.fandom.com/api.php?action=parse&page=Equipment_of_the_Indian_Army&prop=text&format=json,3,2,2026-09-15T03:49:19Z,Mahindra 550 DXB,Light Utility Vehicle,,India,
army_legacy_equipment,https://military-history.fandom.com/api.php?action=parse&page=Equipment_of_the_Indian_Army&prop=text&format=json,3,3,2026-09-15T03:49:19Z,KrAZ-6322,Heavy Utility Truck,,Ukraine,
army_legacy_equipment,https://military-history.fandom.com/api.php?action=parse&page=Equipment_of_the_Indian_Army&prop=text&format=json,3,4,2026-09-15T03:49:19Z,Bedford TJ,Medium4X4 Truck,,India,Bedford J6:6 Tone Truck. Being phased out.
army_legacy_equipment,https://military-history.fandom.com/api.php?action=parse&page=Equipment_of_the_Indian_Army&prop=text&format=json,3,5,2026-09-15T03:49:19Z,Swaraj Mazda,Medium 4X4 Truck,200+,India,In service from 1996. 2.5 Ton truck
army_legacy_equipment,https://military-history.fandom.com/api.php?action=parse&page=Equipment_of_the_Indian_Army&prop=text&format=json,3,6,2026-09-15T03:49:19Z,Mitsubishi Pajero,Light Utility Vehicle,,Japan,Unknown numbers. Deployed at the Indo-Chinese Border
army_legacy_equipment,https://military-history.fandom.com/api.php?action=parse&page=Equipment_of_the_Indian_Army&prop=text&format=json,3,7,2026-09-15T03:49:19Z,Maruti Gypsy,Light Utility Vehicle,,India,
army_legacy_equipment,https://military-history.fandom.com/api.php?action=parse&page=Equipment_of_the_Indian_Army&prop=text&format=json,3,8,2026-09-15T03:49:19Z,Windy 505,Fast attack vehicle,700,India,In service from 2005.
army_legacy_equipment,https://military-history.fandom.com/api.php?action=parse&page=Equipment_of_the_Indian_Army&prop=text&format=json,3,9,2026-09-15T03:49:19Z,Tata 407,Light 4x4 truck,,India,1 Ton truck
army_legacy_equipment,https://military-history.fandom.com/api.php?action=parse&page=Equipment_of_the_Indian_Army&prop=text&format=json,3,10,2026-09-15T03:49:19Z,VFJ LPTA 713 TC,Medium 4X4 truck,,India,2.5 Ton truck. Manufactured by Vehicle Factory Jabalpur.
army_legacy_equipment,https://military-history.fandom.com/api.php?action=parse&page=Equipment_of_the_Indian_Army&prop=text&format=json,3,11,2026-09-15T03:49:19Z,VFJ Matang,Medium 4X4 truck,,India,3 Ton truck. Manufactured by Vehicle Factory Jabalpur.
army_legacy_equipment,https://military-history.fandom.com/api.php?action=parse&page=Equipment_of_the_Indian_Army&prop=text&format=json,3,12,2026-09-15T03:49:19Z,Super Azad,Medium 4x4 truck,,India,3 Ton truck
army_legacy_equipment,https://military-history.fandom.com/api.php?action=parse&page=Equipment_of_the_Indian_Army&prop=text&format=json,3,13,2026-09-15T03:49:19Z,Ashok Leyland Topchi,Medium 4x4 truck,,India,3 Ton truck
army_legacy_equipment,https://military-history.fandom.com/api.php?action=parse&page=Equipment_of_the_Indian_Army&prop=text&format=json,3,14,2026-09-15T03:49:19Z,Sisu Nasu,All-terrain transport vehicle,,Finland,
army_legacy_equipment,https://military-history.fandom.com/api.php?action=parse&page=Equipment_of_the_Indian_Army&prop=text&format=json,3,15,2026-09-15T03:49:19Z,VFJ Shaktiman,Medium 4x4 truck,7000,India,"4 Ton truck, in a wide range of configurations from Vehicle Factory Jabalpur."
army_legacy_equipment,https://military-history.fandom.com/api.php?action=parse&page=Equipment_of_the_Indian_Army&prop=text&format=json,3,16,2026-09-15T03:49:19Z,VFJ Rampar,Medium Amphibious truck,,India,Amphibious conversion of the Shaktiman truck manufactured by Vehicle Factory Jabalpur.
army_legacy_equipment,https://military-history.fandom.com/api.php?action=parse&page=Equipment_of_the_Indian_Army&prop=text&format=json,3,17,2026-09-15T03:49:19Z,Tata Model 1210SD,Medium truck,,India,4 Ton truck.
army_legacy_equipment,https://military-history.fandom.com/api.php?action=parse&page=Equipment_of_the_Indian_Army&prop=text&format=json,3,18,2026-09-15T03:49:19Z,VFJ Stallion Mk III VFJ Stallion Mk IV,Medium 4x4 6x6 Truck,60000,India,"5 Ton trucks, in a wide range of configurations manufactured by Vehicle Factory Jabalpur."
army_legacy_equipment,https://military-history.fandom.com/api.php?action=parse&page=Equipment_of_the_Indian_Army&prop=text&format=json,3,19,2026-09-15T03:49:19Z,Saab-Scania SBA 111,6x6 trucks,600,Sweden,
army_legacy_equipment,https://military-history.fandom.com/api.php?action=parse&page=Equipment_of_the_Indian_Army&prop=text&format=json,3,20,2026-09-15T03:49:19Z,Ashok Leyland Crash Fire Tender,Fire Tender,,India,
army_legacy_equipment,https://military-history.fandom.com/api.php?action=parse&page=Equipment_of_the_Indian_Army&prop=text&format=json,3,21,2026-09-15T03:49:19Z,Tata LPTA 1615 TC,Artillery Tractor Truck,,India,
army_legacy_equipment,https://military-history.fandom.com/api.php?action=parse&page=Equipment_of_the_Indian_Army&prop=text&format=json,3,22,2026-09-15T03:49:19Z,Tatra 8x8 Mobile Decontamination Vehicle,Mobile Decontamination Vehicle,,India,
army_legacy_equipment,https://military-history.fandom.com/api.php?action=parse&page=Equipment_of_the_Indian_Army&prop=text&format=json,3,23,2026-09-15T03:49:19Z,Tata LPTA 1621,Medium 4x4 truck,,India,5 Ton truck
army_legacy_equipment,https://military-history.fandom.com/api.php?action=parse&page=Equipment_of_the_Indian_Army&prop=text&format=json,3,24,2026-09-15T03:49:19Z,BEML Tatra,Heavy 4x4 trucks 6x6 trucks 8x8 trucks 10x10 trucks 12x12 trucks,7000,India Czech Republic,License produced Tatra Force heavy truck. Various models. Used for carrying sensitive equipment like Radars as well as vehicle for Pinaka and Smerch MBRL systems.
army_legacy_equipment,https://military-history.fandom.com/api.php?action=parse&page=Equipment_of_the_Indian_Army&prop=text&format=json,3,25,2026-09-15T03:49:19Z,"Maruti GypsyVFJ Matang Truck.jpgVFJ Matang5 KL WATER BOWSER ON STALLION BY VFJ.jpg5000 Litres Water Bowser on Stallion2KL WATER BOWSER ON LPTA 713 BY VFJ.jpg2000 Litres Water Bowser on LPTAKITCHEN CONTAINER ON STALLION BY VFJ.pngKitchen Container on StallionLIGHT RECOVERY VEHICLE ON STALLION BY VFJ.jpgLight Recovery Vehicle on StallionLPTA AMBULANCE BY VFJ.pngField Ambulance on LPTASTALLION CARAVAN BY VFJ.jpgCaravan for ArmyVFJ LPTA 713 UNDER TOT FROM TATA MOTORS.pngLPTA 713, now being replaced by LPTA 715VFJ STALLION MARK 1 UNDER TOT FROM ASHOK LEYLAND.pngStallion Mark I, now being replaced by Stallion Mark IVJONGA BY VEHICLE FACTORY JABALPUR.pngPetrol Jonga was manufactured by VFJ until 1999.JONGA RE-ENGINEERED BY VFJ.pngJonga Re-Engineered with a Diesel engine was introduced in 1999.VFJ Shaktiman Tipper.jpgIndia's first 3-way tipper was built on the Shaktiman platform.VFJ SHAKTIMAN FIELD ARTILLERY TRACTOR.jpgField Artillery Tractor on Shaktiman's chassis.VFJ SHAKTIMAN TRUCK.jpgShaktiman's production was stopped in 1997.VAAHAN 1 TON BY VFJ.pngVahan 1 TonFLYER ITV MANUFACTURED WITH ASSISTANCE FROM MARWIN GROUP USA.jpgFlyer ITVBEML Tatra","Maruti GypsyVFJ Matang Truck.jpgVFJ Matang5 KL WATER BOWSER ON STALLION BY VFJ.jpg5000 Litres Water Bowser on Stallion2KL WATER BOWSER ON LPTA 713 BY VFJ.jpg2000 Litres Water Bowser on LPTAKITCHEN CONTAINER ON STALLION BY VFJ.pngKitchen Container on StallionLIGHT RECOVERY VEHICLE ON STALLION BY VFJ.jpgLight Recovery Vehicle on StallionLPTA AMBULANCE BY VFJ.pngField Ambulance on LPTASTALLION CARAVAN BY VFJ.jpgCaravan for ArmyVFJ LPTA 713 UNDER TOT FROM TATA MOTORS.pngLPTA 713, now being replaced by LPTA 715VFJ STALLION MARK 1 UNDER TOT FROM ASHOK LEYLAND.pngStallion Mark I, now being replaced by Stallion Mark IVJONGA BY VEHICLE FACTORY JABALPUR.pngPetrol Jonga was manufactured by VFJ until 1999.JONGA RE-ENGINEERED BY VFJ.pngJonga Re-Engineered with a Diesel engine was introduced in 1999.VFJ Shaktiman Tipper.jpgIndia's first 3-way tipper was built on the Shaktiman platform.VFJ SHAKTIMAN FIELD ARTILLERY TRACTOR.jpgField Artillery Tractor on Shaktiman's chassis.VFJ SHAKTIMAN TRUCK.jpgShaktiman's production was stopped in 1997.VAAHAN 1 TON BY VFJ.pngVahan 1 TonFLYER ITV MANUFACTURED WITH ASSISTANCE FROM MARWIN GROUP USA.jpgFlyer ITVBEML Tatra","Maruti GypsyVFJ Matang Truck.jpgVFJ Matang5 KL WATER BOWSER ON STALLION BY VFJ.jpg5000 Litres Water Bowser on Stallion2KL WATER BOWSER ON LPTA 713 BY VFJ.jpg2000 Litres Water Bowser on LPTAKITCHEN CONTAINER ON STALLION BY VFJ.pngKitchen Container on StallionLIGHT RECOVERY VEHICLE ON STALLION BY VFJ.jpgLight Recovery Vehicle on StallionLPTA AMBULANCE BY VFJ.pngField Ambulance on LPTASTALLION CARAVAN BY VFJ.jpgCaravan for ArmyVFJ LPTA 713 UNDER TOT FROM TATA MOTORS.pngLPTA 713, now being replaced by LPTA 715VFJ STALLION MARK 1 UNDER TOT FROM ASHOK LEYLAND.pngStallion Mark I, now being replaced by Stallion Mark IVJONGA BY VEHICLE FACTORY JABALPUR.pngPetrol Jonga was manufactured by VFJ until 1999.JONGA RE-ENGINEERED BY VFJ.pngJonga Re-Engineered with a Diesel engine was introduced in 1999.VFJ Shaktiman Tipper.jpgIndia's first 3-way tipper was built on the Shaktiman platform.VFJ SHAKTIMAN FIELD ARTILLERY TRACTOR.jpgField Artillery Tractor on Shaktiman's chassis.VFJ SHAKTIMAN TRUCK.jpgShaktiman's production was stopped in 1997.VAAHAN 1 TON BY VFJ.pngVahan 1 TonFLYER ITV MANUFACTURED WITH ASSISTANCE FROM MARWIN GROUP USA.jpgFlyer ITVBEML Tatra","Maruti GypsyVFJ Matang Truck.jpgVFJ Matang5 KL WATER BOWSER ON STALLION BY VFJ.jpg5000 Litres Water Bowser on Stallion2KL WATER BOWSER ON LPTA 713 BY VFJ.jpg2000 Litres Water Bowser on LPTAKITCHEN CONTAINER ON STALLION BY VFJ.pngKitchen Container on StallionLIGHT RECOVERY VEHICLE ON STALLION BY VFJ.jpgLight Recovery Vehicle on StallionLPTA AMBULANCE BY VFJ.pngField Ambulance on LPTASTALLION CARAVAN BY VFJ.jpgCaravan for ArmyVFJ LPTA 713 UNDER TOT FROM TATA MOTORS.pngLPTA 713, now being replaced by LPTA 715VFJ STALLION MARK 1 UNDER TOT FROM ASHOK LEYLAND.pngStallion Mark I, now being replaced by Stallion Mark IVJONGA BY VEHICLE FACTORY JABALPUR.pngPetrol Jonga was manufactured by VFJ until 1999.JONGA RE-ENGINEERED BY VFJ.pngJonga Re-Engineered with a Diesel engine was introduced in 1999.VFJ Shaktiman Tipper.jpgIndia's first 3-way tipper was built on the Shaktiman platform.VFJ SHAKTIMAN FIELD ARTILLERY TRACTOR.jpgField Artillery Tractor on Shaktiman's chassis.VFJ SHAKTIMAN TRUCK.jpgShaktiman's production was stopped in 1997.VAAHAN 1 TON BY VFJ.pngVahan 1 TonFLYER ITV MANUFACTURED WITH ASSISTANCE FROM MARWIN GROUP USA.jpgFlyer ITVBEML Tatra","Maruti GypsyVFJ Matang Truck.jpgVFJ Matang5 KL WATER BOWSER ON STALLION BY VFJ.jpg5000 Litres Water Bowser on Stallion2KL WATER BOWSER ON LPTA 713 BY VFJ.jpg2000 Litres Water Bowser on LPTAKITCHEN CONTAINER ON STALLION BY VFJ.pngKitchen Container on StallionLIGHT RECOVERY VEHICLE ON STALLION BY VFJ.jpgLight Recovery Vehicle on StallionLPTA AMBULANCE BY VFJ.pngField Ambulance on LPTASTALLION CARAVAN BY VFJ.jpgCaravan for ArmyVFJ LPTA 713 UNDER TOT FROM TATA MOTORS.pngLPTA 713, now being replaced by LPTA 715VFJ STALLION MARK 1 UNDER TOT FROM ASHOK LEYLAND.pngStallion Mark I, now being replaced by Stallion Mark IVJONGA BY VEHICLE FACTORY JABALPUR.pngPetrol Jonga was manufactured by VFJ until 1999.JONGA RE-ENGINEERED BY VFJ.pngJonga Re-Engineered with a Diesel engine was introduced in 1999.VFJ Shaktiman Tipper.jpgIndia's first 3-way tipper was built on the Shaktiman platform.VFJ SHAKTIMAN FIELD ARTILLERY TRACTOR.jpgField Artillery Tractor on Shaktiman's chassis.VFJ SHAKTIMAN TRUCK.jpgShaktiman's production was stopped in 1997.VAAHAN 1 TON BY VFJ.pngVahan 1 TonFLYER ITV MANUFACTURED WITH ASSISTANCE FROM MARWIN GROUP USA.jpgFlyer ITVBEML Tatra"
