source_key,source_url,source_table,source_row,retrieved_at,Name,Type,Quantity,Origin,Notes
army_legacy_equipment,https://military-history.fandom.com/api.php?action=parse&page=Equipment_of_the_Indian_Army&prop=text&format=json,8,1,2026-09-15T03:49:19Z,Nag missile,Anti-tank guided missile,440+,India,On order.
army_legacy_equipment,https://military-history.fandom.com/api.php?action=parse&page=Equipment_of_the_Indian_Army&prop=text&format=json,8,2,2026-09-15T03:49:19Z,MILAN,Anti-tank guided missile,30000+,France India,"MILAN 30,000 produced under license in India."
army_legacy_equipment,https://military-history.fandom.com/api.php?action=parse&page=Equipment_of_the_Indian_Army&prop=text&format=json,8,3,2026-09-15T03:49:19Z,MILAN 2T,Anti-tank guided missile,4100,France,MILAN 2Ts purchased from France
army_legacy_equipment,https://military-history.fandom.com/api.php?action=parse&page=Equipment_of_the_Indian_Army&prop=text&format=json,8,4,2026-09-15T03:49:19Z,9M113 Konkurs (AT-5 Spandrel),Anti-tank guided missile,15000+,Russia India,Manufactured locally in India. Another 10000 Konkurs-M ordered in a USD 250 Million.
army_legacy_equipment,https://military-history.fandom.com/api.php?action=parse&page=Equipment_of_the_Indian_Army&prop=text&format=json,8,5,2026-09-15T03:49:19Z,9M133 Kornet (AT-14 Spriggan),Anti-tank guided missile,3000,Russia,3000 Missiles with 250 Launchers
army_legacy_equipment,https://military-history.fandom.com/api.php?action=parse&page=Equipment_of_the_Indian_Army&prop=text&format=json,8,6,2026-09-15T03:49:19Z,9M111 Fagot (AT-4 Spigot),Anti-tank guided missile,1200,Soviet Union Russia,In process of being phased out
army_legacy_equipment,https://military-history.fandom.com/api.php?action=parse&page=Equipment_of_the_Indian_Army&prop=text&format=json,8,7,2026-09-15T03:49:19Z,9K114 Shturm (AT-6 Spiral),Anti-tank guided missile,800,Russia,
army_legacy_equipment,https://military-history.fandom.com/api.php?action=parse&page=Equipment_of_the_Indian_Army&prop=text&format=json,8,8,2026-09-15T03:49:19Z,9M120 Ataka-V (AT-9 Spiral-2),Anti-tank guided missile,,Soviet Union,
army_legacy_equipment,https://military-history.fandom.com/api.php?action=parse&page=Equipment_of_the_Indian_Army&prop=text&format=json,8,9,2026-09-15T03:49:19Z,9K11 Malyutka (AT-3 Sagger),Anti-tank guided missile,6000,Soviet Union,for BMP-1 IFVs
army_legacy_equipment,https://military-history.fandom.com/api.php?action=parse&page=Equipment_of_the_Indian_Army&prop=text&format=json,8,10,2026-09-15T03:49:19Z,3M11 Falanga (AT-2 Swatter),Anti-tank guided missile,,Soviet Union,
army_legacy_equipment,https://military-history.fandom.com/api.php?action=parse&page=Equipment_of_the_Indian_Army&prop=text&format=json,8,11,2026-09-15T03:49:19Z,9M119 Svir (AT-11 Sniper),Anti-tank guided missile,,Russia,For use with the T-90S.
army_legacy_equipment,https://military-history.fandom.com/api.php?action=parse&page=Equipment_of_the_Indian_Army&prop=text&format=json,8,12,2026-09-15T03:49:19Z,3UBK-Invar,Anti-tank guided missile,25000,Russia India,Bharat Dynamics (BDL) signed a contract with MOD for Invar anti-tank guided missiles on 19-Aug-2013. It is reported that 10000 will be procured from Russia while BDL will manufacture 15000.
army_legacy_equipment,https://military-history.fandom.com/api.php?action=parse&page=Equipment_of_the_Indian_Army&prop=text&format=json,8,13,2026-09-15T03:49:19Z,9K121 Vikhr (AT-16 Scallion),Anti-tank guided missile,1500,Russia,For use with Mi-17
army_legacy_equipment,https://military-history.fandom.com/api.php?action=parse&page=Equipment_of_the_Indian_Army&prop=text&format=json,8,14,2026-09-15T03:49:19Z,Lahat,Anti-tank guided missile,,Israel,For use with the Arjun.
army_legacy_equipment,https://military-history.fandom.com/api.php?action=parse&page=Equipment_of_the_Indian_Army&prop=text&format=json,8,15,2026-09-15T03:49:19Z,CLGM Missile,Cannon launched Anti-tank guided missile,,India,For the use with MBT Arjun and T-90S.
army_legacy_equipment,https://military-history.fandom.com/api.php?action=parse&page=Equipment_of_the_Indian_Army&prop=text&format=json,8,16,2026-09-15T03:49:19Z,"Nag with NAMICA Defexpo-2008.JPGNag missile and the Nag missile carrier (NAMICA)MILAN P1220770.jpgMILAN, 20079M133 Kornet.JPG9M133 Kornet","Nag with NAMICA Defexpo-2008.JPGNag missile and the Nag missile carrier (NAMICA)MILAN P1220770.jpgMILAN, 20079M133 Kornet.JPG9M133 Kornet","Nag with NAMICA Defexpo-2008.JPGNag missile and the Nag missile carrier (NAMICA)MILAN P1220770.jpgMILAN, 20079M133 Kornet.JPG9M133 Kornet","Nag with NAMICA Defexpo-2008.JPGNag missile and the Nag missile carrier (NAMICA)MILAN P1220770.jpgMILAN, 20079M133 Kornet.JPG9M133 Kornet","Nag with NAMICA Defexpo-2008.JPGNag missile and the Nag missile carrier (NAMICA)MILAN P1220770.jpgMILAN, 20079M133 Kornet.JPG9M133 Kornet"
